MeasurementID,DateID,TimeID,Datetime,ReadingID,CO_Concentration,NMHC_Concentration,Benzene_Concentration,NOx_Concentration,NO2_Concentration,Temperature,Relative_Humidity,Absolute_Humidity,Day,Month,Year,Hour,PT08_S1,PT08_S2,PT08_S3,PT08_S4,PT08_S5,Category
518,518,518,01/04/2004 7:00,518,4.2,505,19.8,342,94,9.5,69.6,0.8273,1,4,2004,7,1510,1291,675,1949,1435,Low
519,519,519,01/04/2004 8:00,519,6.2,1042,31.9,378,119,11.9,60.9,0.8455,1,4,2004,8,1722,1595,539,2439,1798,Mid
520,520,520,01/04/2004 9:00,520,4.6,737,21.0,304,139,16.2,48.6,0.8892,1,4,2004,9,1512,1323,631,2001,1677,Mid
521,521,521,01/04/2004 10:00,521,2.8,375,11.7,192,113,19.2,39.6,0.8693,1,4,2004,10,1258,1040,800,1701,1282,Mid
522,522,522,01/04/2004 11:00,522,1.6,124,6.8,130,88,19.7,38.4,0.8743,1,4,2004,11,1094,850,970,1489,871,Mid
523,523,523,01/04/2004 12:00,523,1.7,137,7.4,106,73,20.6,36.7,0.8797,1,4,2004,12,1129,875,974,1524,759,High
524,524,524,01/04/2004 13:00,524,1.7,179,8.6,102,73,21.8,33.9,0.8771,1,4,2004,13,1125,924,937,1542,790,High
528,528,528,01/04/2004 17:00,528,3.3,388,16.4,163,106,23.6,27.5,0.7913,1,4,2004,17,1308,1193,793,1193,1187,High
529,529,529,01/04/2004 18:00,529,4.2,589,21.2,211,132,22.8,32.1,0.8814,1,4,2004,18,1529,1331,700,2028,1399,High
530,530,530,01/04/2004 19:00,530,5.5,840,25.0,267,164,20.8,36.7,0.8878,1,4,2004,19,1592,1429,624,2089,1644,High
531,531,531,01/04/2004 20:00,531,4.9,655,20.2,269,161,18.3,40.9,0.8493,1,4,2004,20,1536,1302,666,1922,1599,Mid
532,532,532,01/04/2004 21:00,532,2.5,254,10.8,154,124,16.8,44.0,0.8341,1,4,2004,21,1192,1007,827,1604,1223,Mid
533,533,533,01/04/2004 22:00,533,2.0,188,9.9,127,113,15.8,48.0,0.8569,1,4,2004,22,1186,976,844,1570,1200,Mid
534,534,534,01/04/2004 23:00,534,2.0,120,8.5,122,103,14.9,52.0,0.8757,1,4,2004,23,1203,920,898,1529,1118,Mid
535,535,535,02/04/2004 0:00,535,2.0,157,8.0,126,104,14.1,54.4,0.8701,2,4,2004,0,1139,899,921,1514,1067,Mid
536,536,536,02/04/2004 1:00,536,1.3,88,5.6,84,93,13.3,58.8,0.8922,2,4,2004,1,1072,795,986,1442,1048,Mid
537,537,537,02/04/2004 2:00,537,1.0,68,3.2,58,60,13.3,60.9,0.9229,2,4,2004,2,954,667,1180,1350,718,Mid
540,540,540,02/04/2004 5:00,540,0.7,51,2.6,56,66,11.3,72.9,0.9738,2,4,2004,5,968,628,1197,1372,737,Mid
541,541,541,02/04/2004 6:00,541,1.1,93,4.3,91,82,11.4,71.8,0.9671,2,4,2004,6,1067,727,1055,1448,903,Mid
542,542,542,02/04/2004 7:00,542,2.6,284,13.0,159,109,11.9,73.7,1.0254,2,4,2004,7,1386,1083,798,1833,1159,Mid
543,543,543,02/04/2004 8:00,543,3.9,486,20.3,190,114,12.6,70.2,1.0221,2,4,2004,8,1474,1306,634,2060,1365,Mid
544,544,544,02/04/2004 9:00,544,5.0,798,20.7,249,139,13.6,65.3,1.0136,2,4,2004,9,1569,1316,634,2054,1510,Mid
545,545,545,02/04/2004 10:00,545,3.3,524,15.9,196,127,16.9,52.3,1.0013,2,4,2004,10,1375,1177,706,1898,1386,Mid
546,546,546,02/04/2004 11:00,546,2.9,468,14.2,180,127,19.4,44.1,0.9855,2,4,2004,11,1328,1123,738,1821,1368,Mid
547,547,547,02/04/2004 12:00,547,3.1,454,15.9,167,135,22.9,33.8,0.9322,2,4,2004,12,1341,1176,748,1825,1347,High
548,548,548,02/04/2004 13:00,548,3.0,461,16.1,159,130,23.6,31.3,0.9001,2,4,2004,13,1297,1183,765,1773,1242,High
549,549,549,02/04/2004 14:00,549,2.7,391,14.7,152,126,24.7,30.5,0.9371,2,4,2004,14,1303,1139,790,1761,1138,High
550,550,550,02/04/2004 15:00,550,2.7,337,14.0,149,121,26.1,27.3,0.9101,2,4,2004,15,1281,1116,809,1703,1080,High
551,551,551,02/04/2004 16:00,551,2.6,297,13.6,143,122,27.6,22.8,0.8288,2,4,2004,16,1248,1103,872,1632,1002,High
552,552,552,02/04/2004 17:00,552,3.7,588,19.7,185,138,26.9,22.3,0.7792,2,4,2004,17,1382,1288,778,1799,1212,High
553,553,553,02/04/2004 18:00,553,4.5,721,23.3,223,165,24.3,30.1,0.9012,2,4,2004,18,1491,1385,685,1915,1486,High
554,554,554,02/04/2004 19:00,554,4.7,710,24.1,215,154,21.2,40.1,0.9978,2,4,2004,19,1620,1407,641,2052,1567,High
555,555,555,02/04/2004 20:00,555,5.5,787,25.4,271,168,19.4,42.5,0.9483,2,4,2004,20,1693,1439,618,2083,1723,Mid
556,556,556,02/04/2004 21:00,556,3.0,415,14.1,180,146,18.5,43.0,0.9074,2,4,2004,21,1374,1121,771,1685,1399,Mid
557,557,557,02/04/2004 22:00,557,1.9,245,10.1,115,124,17.8,47.0,0.9467,2,4,2004,22,1287,982,841,1582,1291,Mid
558,558,558,02/04/2004 23:00,558,2.3,294,12.1,149,124,16.8,53.2,1.01,2,4,2004,23,1408,1052,761,1684,1443,Mid
559,559,559,03/04/2004 0:00,559,1.6,139,9.0,98,106,17.1,51.8,0.999,3,4,2004,0,1254,941,828,1566,1270,Mid
560,560,560,03/04/2004 1:00,560,1.3,98,6.3,73,88,16.2,54.2,0.9933,3,4,2004,1,1141,827,936,1488,1110,Mid
561,561,561,03/04/2004 2:00,561,1.2,88,5.3,69,83,15.1,58.2,0.9886,3,4,2004,2,1141,777,986,1455,1060,Mid
563,563,563,03/04/2004 4:00,563,0.8,57,3.0,60,74,14.5,58.0,0.9488,3,4,2004,4,986,651,1145,1380,891,Mid
564,564,564,03/04/2004 5:00,564,0.8,57,3.3,56,64,13.7,61.6,0.9631,3,4,2004,5,1005,673,1103,1387,905,Mid
565,565,565,03/04/2004 6:00,565,0.9,60,3.5,73,69,13.9,59.6,0.9408,3,4,2004,6,1041,683,1112,1398,899,Mid
566,566,566,03/04/2004 7:00,566,2.0,200,9.5,159,91,13.3,61.7,0.9399,3,4,2004,7,1272,959,846,1660,1136,Mid
567,567,567,03/04/2004 8:00,567,3.0,451,15.2,203,96,15.1,55.8,0.9486,3,4,2004,8,1436,1154,704,1872,1391,Mid
568,568,568,03/04/2004 9:00,568,3.1,422,14.3,211,106,17.0,50.5,0.9684,3,4,2004,9,1472,1126,720,1816,1460,Mid
617,617,617,05/04/2004 10:00,617,3.1,424,14.3,236,124,15.6,57.4,1.0075,5,4,2004,10,1461,1127,703,1836,1451,Mid
618,618,618,05/04/2004 11:00,618,3.0,339,13.7,228,121,16.6,55.2,1.0382,5,4,2004,11,1430,1107,713,1853,1409,Mid
619,619,619,05/04/2004 12:00,619,3.2,445,15.7,206,114,17.0,54.3,1.0434,5,4,2004,12,1498,1171,684,1942,1434,Mid
620,620,620,05/04/2004 13:00,620,3.1,535,15.4,188,114,18.0,51.5,1.0552,5,4,2004,13,1454,1162,682,1915,1457,Mid
621,621,621,05/04/2004 14:00,621,2.5,278,12.6,158,106,19.5,47.5,1.0653,5,4,2004,14,1402,1069,733,1793,1325,Mid
622,622,622,05/04/2004 15:00,622,2.1,256,9.8,124,89,21.6,41.7,1.0606,5,4,2004,15,1327,971,803,1705,1120,High
623,623,623,05/04/2004 16:00,623,2.0,245,9.6,98,82,22.2,38.3,1.0106,5,4,2004,16,1273,963,832,1662,931,High
624,624,624,05/04/2004 17:00,624,3.2,458,16.3,160,111,20.3,42.8,1.0053,5,4,2004,17,1457,1190,678,1877,1212,High
625,625,625,05/04/2004 18:00,625,4.1,710,19.8,194,132,19.7,45.4,1.0312,5,4,2004,18,1543,1290,631,2011,1353,Mid
626,626,626,05/04/2004 19:00,626,3.9,678,18.0,174,121,18.8,47.5,1.0199,5,4,2004,19,1499,1239,651,1957,1359,Mid
627,627,627,05/04/2004 20:00,627,3.1,436,13.6,157,116,17.9,49.4,1.0064,5,4,2004,20,1378,1102,742,1796,1273,Mid
628,628,628,05/04/2004 21:00,628,2.0,178,8.7,109,100,17.5,50.9,1.009,5,4,2004,21,1243,928,852,1622,1079,Mid
629,629,629,05/04/2004 22:00,629,1.7,160,7.7,85,89,17.4,51.8,1.023,5,4,2004,22,1196,885,884,1589,973,Mid
630,630,630,05/04/2004 23:00,630,1.6,177,7.3,90,92,17.0,53.9,1.0363,5,4,2004,23,1137,869,890,1554,951,Mid
631,631,631,06/04/2004 0:00,631,1.0,101,4.1,61,71,16.6,55.4,1.0408,6,4,2004,0,1015,718,1065,1428,714,Mid
632,632,632,06/04/2004 1:00,632,0.8,66,2.7,36,51,15.9,57.0,1.0224,6,4,2004,1,978,635,1188,1382,579,Mid
633,633,633,06/04/2004 2:00,633,0.5,40,1.5,25,39,15.0,59.2,1.0059,6,4,2004,2,933,547,1357,1336,542,Mid
635,635,635,06/04/2004 4:00,635,0.5,39,1.8,24,35,14.1,61.6,0.9883,6,4,2004,4,908,569,1303,1360,526,Mid
636,636,636,06/04/2004 5:00,636,0.8,62,3.4,73,64,14.6,58.8,0.9711,6,4,2004,5,980,677,1141,1435,659,Mid
637,637,637,06/04/2004 6:00,637,1.7,120,8.5,164,94,14.4,58.9,0.9594,6,4,2004,6,1236,920,880,1641,1012,Mid
638,638,638,06/04/2004 7:00,638,4.5,599,24.1,329,134,15.3,55.2,0.9538,6,4,2004,7,1664,1407,594,2198,1564,Mid
639,639,639,06/04/2004 8:00,639,6.2,1084,33.7,302,129,16.2,52.5,0.9576,6,4,2004,8,1757,1636,494,2560,1806,Mid
640,640,640,06/04/2004 9:00,640,4.4,776,22.0,256,125,18.4,46.3,0.9734,6,4,2004,9,1524,1350,588,2096,1604,Mid
641,641,641,06/04/2004 10:00,641,2.9,470,14.1,182,107,19.6,41.8,0.9407,6,4,2004,10,1329,1119,707,1823,1288,Mid
642,642,642,06/04/2004 11:00,642,1.6,169,7.6,105,78,20.2,40.1,0.937,6,4,2004,11,1167,884,881,1580,931,High
643,643,643,06/04/2004 12:00,643,2.6,304,14.5,136,91,20.9,36.6,0.8939,6,4,2004,12,1369,1132,715,1818,1162,High
644,644,644,06/04/2004 13:00,644,2.9,405,13.6,167,116,20.4,34.7,0.8229,6,4,2004,13,1284,1103,755,1704,1064,High
645,645,645,06/04/2004 14:00,645,2.5,297,11.5,166,131,19.3,35.4,0.7813,6,4,2004,14,1221,1032,811,1630,913,Mid
646,646,646,06/04/2004 15:00,646,1.9,220,9.2,115,113,18.6,36.9,0.7829,6,4,2004,15,1096,947,872,1519,684,Mid
647,647,647,06/04/2004 16:00,647,1.9,226,10.3,109,98,18.8,36.8,0.7883,6,4,2004,16,1143,988,849,1590,710,Mid
648,648,648,06/04/2004 17:00,648,2.7,456,14.0,143,116,17.5,40.6,0.8068,6,4,2004,17,1251,1116,760,1716,923,Mid
649,649,649,06/04/2004 18:00,649,3.0,470,15.0,159,120,16.8,44.3,0.8428,6,4,2004,18,1268,1148,728,1776,1006,Mid
650,650,650,06/04/2004 19:00,650,3.3,503,15.1,181,126,16.3,47.7,0.8746,6,4,2004,19,1314,1150,726,1784,1083,Mid
651,651,651,06/04/2004 20:00,651,3.2,459,14.8,178,126,15.6,50.7,0.8947,6,4,2004,20,1315,1142,724,1807,1161,Mid
652,652,652,06/04/2004 21:00,652,1.8,227,8.5,91,90,15.7,49.4,0.8768,6,4,2004,21,1095,918,896,1527,800,Mid
653,653,653,06/04/2004 22:00,653,1.3,152,5.9,76,81,15.8,48.6,0.8653,6,4,2004,22,1027,808,996,1458,647,Mid
654,654,654,06/04/2004 23:00,654,1.1,94,4.8,66,74,15.7,47.0,0.8325,6,4,2004,23,1012,752,1053,1393,649,Mid
655,655,655,07/04/2004 0:00,655,0.9,93,4.0,56,67,15.7,45.9,0.8121,7,4,2004,0,948,710,1127,1352,575,Mid
656,656,656,07/04/2004 1:00,656,0.7,49,2.3,35,46,15.6,44.9,0.792,7,4,2004,1,889,603,1308,1271,455,Mid
657,657,657,07/04/2004 2:00,657,0.4,30,1.4,21,30,15.6,44.4,0.7827,7,4,2004,2,830,538,1475,1214,392,Mid
659,659,659,07/04/2004 4:00,659,0.3,30,0.7,12,19,15.7,45.4,0.8063,7,4,2004,4,804,468,1826,1166,320,Mid
660,660,660,07/04/2004 5:00,660,0.3,32,0.8,22,32,15.3,50.1,0.8617,7,4,2004,5,824,478,1705,1200,331,Mid
661,661,661,07/04/2004 6:00,661,0.8,59,3.6,55,61,14.2,58.6,0.9443,7,4,2004,6,1000,688,1257,1398,426,Mid
662,662,662,07/04/2004 7:00,662,2.8,277,12.9,152,111,14.3,58.2,0.9431,7,4,2004,7,1307,1082,777,1769,830,Mid
663,663,663,07/04/2004 8:00,663,3.1,454,15.7,153,102,15.0,52.0,0.8817,7,4,2004,8,1286,1171,716,1821,1006,Mid
664,664,664,07/04/2004 9:00,664,2.3,211,8.6,152,116,13.6,61.4,0.9519,7,4,2004,9,1150,925,865,1576,820,Mid
665,665,665,07/04/2004 10:00,665,1.6,196,7.4,112,96,16.1,53.1,0.9675,7,4,2004,10,1087,876,911,1554,737,Mid
666,666,666,07/04/2004 11:00,666,1.5,110,6.6,119,97,16.6,44.3,0.8294,7,4,2004,11,1016,839,991,1448,790,Mid
667,667,667,07/04/2004 12:00,667,1.6,164,7.8,122,110,17.4,40.3,0.7922,7,4,2004,12,1029,892,937,1474,760,Mid
668,668,668,07/04/2004 13:00,668,1.8,151,9.1,115,103,18.1,42.2,0.8679,7,4,2004,13,1109,943,883,1604,767,Mid
669,669,669,07/04/2004 14:00,669,1.4,112,6.1,84,79,14.4,51.8,0.8433,7,4,2004,14,997,817,1030,1426,626,Mid
670,670,670,07/04/2004 15:00,670,1.9,117,7.5,146,104,10.9,76.4,0.9953,7,4,2004,15,1177,880,927,1552,776,Mid
671,671,671,07/04/2004 16:00,671,1.2,120,5.9,65,69,16.4,47.7,0.8819,7,4,2004,16,1045,808,1038,1421,589,Mid
672,672,672,07/04/2004 17:00,672,2.3,251,12.7,120,96,18.0,37.1,0.7598,7,4,2004,17,1171,1073,847,1623,872,Mid
673,673,673,07/04/2004 18:00,673,3.3,435,13.5,185,121,14.7,48.7,0.8089,7,4,2004,18,1221,1101,799,1700,996,Mid
674,674,674,07/04/2004 19:00,674,3.1,345,14.5,157,129,11.3,71.3,0.9514,7,4,2004,19,1262,1133,774,1748,1033,Mid
675,675,675,07/04/2004 20:00,675,3.3,343,11.0,174,116,10.0,74.0,0.9087,7,4,2004,20,1207,1013,876,1632,982,Mid
676,676,676,07/04/2004 21:00,676,1.2,62,3.2,62,71,9.8,71.8,0.8702,7,4,2004,21,956,666,1235,1282,518,Low
677,677,677,07/04/2004 22:00,677,1.3,70,4.3,81,85,9.3,75.2,0.8796,7,4,2004,22,1020,727,1153,1391,631,Low
678,678,678,07/04/2004 23:00,678,1.9,114,7.1,118,101,9.6,76.0,0.9088,7,4,2004,23,1107,861,957,1510,879,Low
679,679,679,08/04/2004 0:00,679,1.4,88,4.8,95,97,9.3,75.0,0.8799,8,4,2004,0,1020,752,1074,1398,839,Low
680,680,680,08/04/2004 1:00,680,1.5,95,5.7,84,89,9.0,76.7,0.8825,8,4,2004,1,1051,798,1016,1455,876,Low
681,681,681,08/04/2004 2:00,681,1.1,83,4.1,56,72,8.2,79.6,0.8672,8,4,2004,2,965,716,1087,1383,827,Low
684,684,684,08/04/2004 5:00,684,0.8,68,2.8,69,62,8.1,72.1,0.7798,8,4,2004,5,869,642,1291,1288,723,Low
685,685,685,08/04/2004 6:00,685,1.1,59,4.8,74,64,8.1,70.4,0.7609,8,4,2004,6,939,754,1169,1384,797,Low
686,686,686,08/04/2004 7:00,686,2.6,226,13.8,161,80,8.1,70.5,0.7627,8,4,2004,7,1274,1109,820,1723,1138,Low
687,687,687,08/04/2004 8:00,687,5.1,802,27.1,308,118,9.9,64.3,0.7859,8,4,2004,8,1512,1482,596,2189,1605,Low
688,688,688,08/04/2004 9:00,688,4.2,585,19.1,300,130,13.0,54.2,0.809,8,4,2004,9,1435,1271,676,1885,1569,Mid
689,689,689,08/04/2004 10:00,689,2.6,324,11.7,189,113,16.5,42.6,0.7912,8,4,2004,10,1207,1041,813,1620,1319,Mid
690,690,690,08/04/2004 11:00,690,2.4,308,12.7,164,112,19.3,34.2,0.7566,8,4,2004,11,1223,1075,818,1678,1198,Mid
691,691,691,08/04/2004 12:00,691,2.1,238,11.3,122,96,21.5,27.4,0.6941,8,4,2004,12,1121,1026,865,1541,958,High
692,692,692,08/04/2004 13:00,692,2.6,301,14.2,166,125,20.4,26.7,0.6323,8,4,2004,13,1176,1123,816,1609,1068,High
693,693,693,08/04/2004 14:00,693,2.8,294,13.9,181,128,20.6,22.6,0.5432,8,4,2004,14,1144,1114,845,1551,1010,High
694,694,694,08/04/2004 15:00,694,2.5,353,13.2,127,101,20.6,24.8,0.5931,8,4,2004,15,1136,1089,856,1552,928,High
695,695,695,08/04/2004 16:00,695,1.9,209,10.7,106,95,21.0,25.4,0.6264,8,4,2004,16,1085,1004,888,1454,816,High
696,696,696,08/04/2004 17:00,696,3.6,538,19.7,192,138,21.5,24.5,0.6203,8,4,2004,17,1297,1287,723,1798,1216,High
697,697,697,08/04/2004 18:00,697,4.6,808,24.0,241,154,19.3,28.6,0.6357,8,4,2004,18,1408,1404,646,1972,1463,Mid
698,698,698,08/04/2004 19:00,698,6.3,974,29.1,326,171,18.0,32.9,0.6737,8,4,2004,19,1618,1530,579,2167,1791,Mid
699,699,699,08/04/2004 20:00,699,4.3,544,15.8,232,136,15.8,39.8,0.7096,8,4,2004,20,1319,1172,746,1699,1425,Mid
700,700,700,08/04/2004 21:00,700,1.6,138,7.0,92,93,15.3,41.5,0.7194,8,4,2004,21,1045,857,968,1410,922,Mid
701,701,701,08/04/2004 22:00,701,1.4,92,6.3,95,99,14.1,46.0,0.7363,8,4,2004,22,1058,824,993,1411,971,Mid
726,726,726,09/04/2004 23:00,726,2.3,169,8.4,157,95,12.0,67.9,0.9523,9,4,2004,23,1176,917,866,1560,1151,Mid
727,727,727,10/04/2004 0:00,727,1.3,77,5.4,83,79,12.0,66.9,0.9336,10,4,2004,0,1047,783,1014,1449,975,Mid
728,728,728,10/04/2004 1:00,728,1.7,98,6.9,118,78,11.5,70.1,0.9503,10,4,2004,1,1116,854,929,1533,1034,Mid
729,729,729,10/04/2004 2:00,729,1.7,102,6.4,101,75,11.4,69.8,0.939,10,4,2004,2,1074,832,951,1507,980,Mid
731,731,731,10/04/2004 4:00,731,0.8,69,3.3,46,52,10.8,70.3,0.9092,10,4,2004,4,898,669,1163,1386,807,Mid
732,732,732,10/04/2004 5:00,732,1.0,89,4.0,81,55,10.2,73.4,0.9129,10,4,2004,5,970,708,1121,1435,842,Mid
733,733,733,10/04/2004 6:00,733,1.4,134,6.0,112,65,10.8,70.5,0.9142,10,4,2004,6,1073,812,988,1500,950,Mid
734,734,734,10/04/2004 7:00,734,1.7,157,8.2,150,72,11.0,71.0,0.9279,10,4,2004,7,1081,906,895,1591,1024,Mid
735,735,735,10/04/2004 8:00,735,2.0,167,9.9,138,76,12.4,64.0,0.9206,10,4,2004,8,1159,976,837,1663,1098,Mid
736,736,736,10/04/2004 9:00,736,2.0,157,8.8,124,84,15.0,53.1,0.8993,10,4,2004,9,1112,931,869,1588,1011,Mid
737,737,737,10/04/2004 10:00,737,1.9,172,8.4,124,90,16.6,44.4,0.8313,10,4,2004,10,1112,917,897,1542,931,Mid
738,738,738,10/04/2004 11:00,738,2.1,114,7.5,115,89,18.0,38.4,0.7862,10,4,2004,11,1063,877,971,1481,811,Mid
739,739,739,10/04/2004 12:00,739,1.8,166,7.8,101,87,20.6,30.0,0.7213,10,4,2004,12,1032,892,973,1457,756,High
740,740,740,10/04/2004 13:00,740,1.5,94,6.4,90,88,19.9,26.7,0.6137,10,4,2004,13,936,829,1054,1336,607,Mid
741,741,741,10/04/2004 14:00,741,1.3,108,5.1,90,81,19.8,23.1,0.5283,10,4,2004,14,883,766,1152,1238,498,Mid
742,742,742,10/04/2004 15:00,742,1.4,98,6.9,89,89,21.4,22.7,0.5722,10,4,2004,15,942,852,1055,1318,540,High
743,743,743,10/04/2004 16:00,743,1.5,132,6.8,92,91,22.1,21.3,0.5605,10,4,2004,16,943,850,1084,1296,544,High
744,744,744,10/04/2004 17:00,744,1.7,144,7.4,103,104,21.1,24.5,0.604,10,4,2004,17,1007,875,1027,1357,620,High
745,745,745,10/04/2004 18:00,745,2.0,165,8.7,122,111,18.3,31.6,0.6562,10,4,2004,18,1037,927,949,1426,740,Mid
746,746,746,10/04/2004 19:00,746,2.5,210,11.2,159,129,16.1,35.0,0.6372,10,4,2004,19,1127,1022,871,1534,921,Mid
747,747,747,10/04/2004 20:00,747,2.4,277,10.5,172,133,14.8,41.5,0.6929,10,4,2004,20,1123,996,861,1551,1033,Mid
748,748,748,10/04/2004 21:00,748,2.0,168,8.2,125,115,13.2,50.3,0.7577,10,4,2004,21,1110,909,916,1487,984,Mid
749,749,749,10/04/2004 22:00,749,2.9,248,11.6,187,125,12.3,55.5,0.7916,10,4,2004,22,1247,1037,812,1618,1193,Mid
750,750,750,10/04/2004 23:00,750,2.5,235,9.7,174,117,11.8,56.6,0.7833,10,4,2004,23,1220,967,844,1545,1219,Mid
751,751,751,11/04/2004 0:00,751,1.4,84,5.1,75,84,11.2,56.2,0.7469,11,4,2004,0,1028,770,1047,1326,913,Mid
752,752,752,11/04/2004 1:00,752,1.2,75,4.0,48,63,11.0,56.6,0.7418,11,4,2004,1,978,711,1144,1304,750,Mid
753,753,753,11/04/2004 2:00,753,1.0,62,3.7,61,68,9.3,64.3,0.7531,11,4,2004,2,949,694,1160,1310,772,Low
756,756,756,11/04/2004 5:00,756,0.7,38,2.9,38,49,7.7,70.7,0.7463,11,4,2004,5,836,643,1244,1306,727,Low
757,757,757,11/04/2004 6:00,757,0.8,44,2.9,41,49,7.4,71.0,0.7346,11,4,2004,6,856,644,1259,1301,746,Low
758,758,758,11/04/2004 7:00,758,0.9,60,3.0,51,52,8.2,66.6,0.7283,11,4,2004,7,888,651,1240,1298,733,Low
759,759,759,11/04/2004 8:00,759,1.1,88,3.7,61,58,8.7,64.3,0.7267,11,4,2004,8,912,694,1196,1343,727,Low
760,760,760,11/04/2004 9:00,760,1.0,70,3.9,47,51,13.0,47.9,0.7116,11,4,2004,9,938,706,1177,1320,642,Mid
761,761,761,11/04/2004 10:00,761,1.6,94,6.2,87,77,17.4,35.4,0.699,11,4,2004,10,1053,823,1040,1386,810,Mid
762,762,762,11/04/2004 11:00,762,1.8,126,7.3,107,90,20.2,29.2,0.683,11,4,2004,11,1087,870,1014,1412,851,High
763,763,763,11/04/2004 12:00,763,2.6,181,9.2,161,118,22.7,22.9,0.6224,11,4,2004,12,1153,945,969,1425,911,High
764,764,764,11/04/2004 13:00,764,1.1,66,4.0,61,70,22.3,22.4,0.5955,11,4,2004,13,894,710,1209,1200,611,High
765,765,765,11/04/2004 14:00,765,0.6,54,2.3,26,35,22.2,18.9,0.4993,11,4,2004,14,797,606,1452,1076,368,High
766,766,766,11/04/2004 15:00,766,0.9,48,3.1,42,46,22.0,19.0,0.4969,11,4,2004,15,854,658,1409,1108,369,High
767,767,767,11/04/2004 16:00,767,1.0,66,3.2,55,58,21.0,23.6,0.5788,11,4,2004,16,892,665,1348,1150,394,High
768,768,768,11/04/2004 17:00,768,1.2,65,3.3,65,61,19.6,27.4,0.6162,11,4,2004,17,935,672,1299,1183,415,Mid
769,769,769,11/04/2004 18:00,769,1.4,68,4.0,75,80,17.9,30.8,0.6258,11,4,2004,18,989,709,1225,1233,469,Mid
770,770,770,11/04/2004 19:00,770,2.0,118,5.7,93,93,16.4,35.3,0.6532,11,4,2004,19,1063,797,1079,1285,607,Mid
771,771,771,11/04/2004 20:00,771,1.1,65,3.4,63,78,15.6,37.5,0.6575,11,4,2004,20,922,674,1220,1205,498,Mid
772,772,772,11/04/2004 21:00,772,1.1,63,3.5,60,76,15.5,36.7,0.6438,11,4,2004,21,925,680,1223,1217,481,Mid
773,773,773,11/04/2004 22:00,773,1.1,61,2.9,63,74,14.5,39.0,0.6428,11,4,2004,22,924,648,1272,1186,465,Mid
774,774,774,11/04/2004 23:00,774,1.1,63,3.1,66,81,14.2,38.2,0.6163,11,4,2004,23,914,661,1256,1187,478,Mid
775,775,775,12/04/2004 0:00,775,0.7,31,1.6,41,58,13.7,38.3,0.5957,12,4,2004,0,840,556,1474,1094,366,Mid
776,776,776,12/04/2004 1:00,776,0.6,29,1.1,42,59,14.1,34.0,0.5442,12,4,2004,1,799,514,1615,1036,332,Mid
777,777,777,12/04/2004 2:00,777,0.7,34,2.0,36,54,14.6,34.0,0.5605,12,4,2004,2,856,581,1448,1111,346,Mid
779,779,779,12/04/2004 4:00,779,0.3,9,0.7,16,25,13.9,30.9,0.4868,12,4,2004,4,753,462,1822,955,274,Mid
780,780,780,12/04/2004 5:00,780,0.3,14,0.5,16,26,13.5,37.9,0.5852,12,4,2004,5,785,448,1923,1003,263,Mid
781,781,781,12/04/2004 6:00,781,0.4,23,0.7,33,49,13.9,43.6,0.6871,12,4,2004,6,835,472,1756,1117,314,Mid
782,782,782,12/04/2004 7:00,782,0.5,36,0.9,39,53,13.5,50.1,0.7706,12,4,2004,7,865,494,1613,1185,367,Mid
783,783,783,12/04/2004 8:00,783,0.6,39,1.5,45,57,13.3,53.6,0.8169,12,4,2004,8,922,541,1453,1246,432,Mid
784,784,784,12/04/2004 9:00,784,0.8,38,2.2,63,73,13.4,56.0,0.8576,12,4,2004,9,975,598,1268,1293,536,Mid
785,785,785,12/04/2004 10:00,785,1.0,55,2.9,71,78,13.0,59.6,0.886,12,4,2004,10,1040,646,1210,1325,555,Mid
786,786,786,12/04/2004 11:00,786,1.3,75,3.9,104,93,12.7,62.7,0.9173,12,4,2004,11,1115,707,1105,1384,677,Mid
787,787,787,12/04/2004 12:00,787,1.1,64,2.8,85,71,12.1,60.5,0.8505,12,4,2004,12,1004,641,1201,1305,557,Mid
788,788,788,12/04/2004 13:00,788,0.6,39,1.4,53,56,11.2,64.4,0.8537,12,4,2004,13,895,536,1415,1229,421,Mid
789,789,789,12/04/2004 14:00,789,0.7,42,1.7,58,60,10.7,67.6,0.8703,12,4,2004,14,917,563,1415,1257,423,Mid
790,790,790,12/04/2004 15:00,790,1.2,78,3.6,89,77,11.4,61.2,0.8236,12,4,2004,15,1025,689,1189,1325,519,Mid
791,791,791,12/04/2004 16:00,791,1.4,69,3.1,96,82,9.9,70.5,0.8581,12,4,2004,16,1035,660,1222,1301,533,Low
792,792,792,12/04/2004 17:00,792,1.2,67,3.5,88,77,10.3,65.2,0.8151,12,4,2004,17,1025,682,1197,1313,537,Mid
793,793,793,12/04/2004 18:00,793,1.3,83,3.9,100,91,11.0,58.9,0.7714,12,4,2004,18,1040,705,1149,1324,612,Mid
794,794,794,12/04/2004 19:00,794,1.8,79,5.2,127,93,10.6,59.5,0.7595,12,4,2004,19,1070,776,1065,1369,697,Mid
795,795,795,12/04/2004 20:00,795,1.2,68,3.7,88,82,10.6,57.7,0.7362,12,4,2004,20,964,692,1176,1292,573,Mid
796,796,796,12/04/2004 21:00,796,0.8,56,2.7,66,74,10.6,56.1,0.7149,12,4,2004,21,904,635,1269,1233,489,Mid
797,797,797,12/04/2004 22:00,797,0.8,49,2.6,61,68,10.3,58.0,0.7239,12,4,2004,22,913,626,1271,1234,474,Mid
