MeasurementID,DateID,TimeID,Datetime,ReadingID,CO_Concentration,NMHC_Concentration,Benzene_Concentration,NOx_Concentration,NO2_Concentration,Temperature,Relative_Humidity,Absolute_Humidity,Day,Month,Year,Hour,Minute,Second,PT08_S1,PT08_S2,PT08_S3,PT08_S4,PT08_S5
5204,5204,5204,13/10/2004 13:00,5204,-200,-200,7.3,-200,-200,17.9,46.5,0.9474,13,10,2004,13,0,0,942,871,832,1314,765
5205,5205,5205,13/10/2004 14:00,5205,-200,-200,7.2,-200,-200,17.4,48.3,0.955,13,10,2004,14,0,0,943,864,831,1297,814
5206,5206,5206,13/10/2004 15:00,5206,-200,-200,6,-200,-200,16,52.6,0.9489,13,10,2004,15,0,0,894,810,892,1258,737
5207,5207,5207,13/10/2004 16:00,5207,-200,-200,8.3,-200,-200,15.3,58.7,1.0154,13,10,2004,16,0,0,984,910,795,1348,875
5208,5208,5208,13/10/2004 17:00,5208,-200,-200,11.2,-200,-200,15.2,55.9,0.9572,13,10,2004,17,0,0,1044,1022,726,1454,983
5209,5209,5209,13/10/2004 18:00,5209,-200,-200,10.1,-200,-200,14.8,56.3,0.9459,13,10,2004,18,0,0,981,983,759,1370,942
5210,5210,5210,13/10/2004 19:00,5210,-200,-200,10.6,-200,-200,14.7,57.8,0.9626,13,10,2004,19,0,0,1021,1001,731,1415,971
5211,5211,5211,13/10/2004 20:00,5211,-200,-200,7.2,-200,-200,14.8,57.3,0.9603,13,10,2004,20,0,0,943,867,834,1314,891
5212,5212,5212,13/10/2004 21:00,5212,-200,-200,4.4,-200,-200,14.9,57.1,0.9581,13,10,2004,21,0,0,863,732,970,1207,724
5213,5213,5213,13/10/2004 22:00,5213,-200,-200,3.8,-200,-200,15.2,55.5,0.9521,13,10,2004,22,0,0,847,698,1013,1174,719
5214,5214,5214,13/10/2004 23:00,5214,-200,-200,3.8,-200,-200,15.3,55.4,0.9564,13,10,2004,23,0,0,859,698,1015,1189,705
5215,5215,5215,14/10/2004 0:00,5215,-200,-200,4,-200,-200,15.1,56.9,0.9673,14,10,2004,0,0,0,861,712,1004,1197,718
5216,5216,5216,14/10/2004 1:00,5216,-200,-200,2.2,-200,-200,15,56.4,0.9554,14,10,2004,1,0,0,786,602,1146,1123,584
5217,5217,5217,14/10/2004 2:00,5217,-200,-200,1.1,-200,-200,14.9,56.4,0.9474,14,10,2004,2,0,0,740,506,1333,1074,469
5218,5218,5218,14/10/2004 3:00,5218,-200,-200,0.8,-200,-200,15.2,54.7,0.9394,14,10,2004,3,0,0,730,483,1434,1065,438
5219,5219,5219,14/10/2004 4:00,5219,-200,-200,0.8,-200,-200,15.1,55.4,0.9439,14,10,2004,4,0,0,728,475,1436,1061,432
5220,5220,5220,14/10/2004 5:00,5220,-200,-200,1.2,-200,-200,14.9,56.8,0.9541,14,10,2004,5,0,0,755,517,1325,1091,487
5221,5221,5221,14/10/2004 6:00,5221,-200,-200,3.2,-200,-200,15.2,55.9,0.9589,14,10,2004,6,0,0,854,663,1080,1189,655
5222,5222,5222,14/10/2004 7:00,5222,-200,-200,10.2,-200,-200,15.3,56.3,0.9684,14,10,2004,7,0,0,1079,985,758,1465,1009
5223,5223,5223,14/10/2004 8:00,5223,-200,-200,13.6,-200,-200,15.6,55.4,0.9725,14,10,2004,8,0,0,1097,1103,659,1520,1113
5224,5224,5224,14/10/2004 9:00,5224,-200,-200,9.9,-200,-200,16.3,53.3,0.9809,14,10,2004,9,0,0,1024,976,747,1386,1030
5225,5225,5225,14/10/2004 10:00,5225,-200,-200,9.1,-200,-200,20.4,42.2,0.9964,14,10,2004,10,0,0,990,942,776,1359,986
5226,5226,5226,14/10/2004 11:00,5226,-200,-200,8,-200,-200,21.9,39.4,1.0234,14,10,2004,11,0,0,1013,901,788,1369,975
5227,5227,5227,14/10/2004 12:00,5227,-200,-200,9.7,-200,-200,21.5,41.2,1.0399,14,10,2004,12,0,0,1051,968,746,1442,984
5228,5228,5228,14/10/2004 13:00,5228,-200,-200,9.7,-200,-200,22.2,41.4,1.097,14,10,2004,13,0,0,1052,966,726,1446,982
5229,5229,5229,14/10/2004 14:00,5229,-200,-200,12,-200,-200,21,46.8,1.1508,14,10,2004,14,0,0,1141,1049,675,1530,1117
5230,5230,5230,14/10/2004 15:00,5230,-200,-200,11.3,-200,-200,21.9,44.9,1.1635,14,10,2004,15,0,0,1130,1024,679,1537,1177
5231,5231,5231,14/10/2004 16:00,5231,-200,-200,10.4,-200,-200,21.5,46.7,1.1837,14,10,2004,16,0,0,1099,993,711,1507,1129
5232,5232,5232,14/10/2004 17:00,5232,-200,-200,12.4,-200,-200,19.7,56.6,1.2811,14,10,2004,17,0,0,1182,1064,653,1616,1217
5233,5233,5233,14/10/2004 18:00,5233,-200,-200,14.6,-200,-200,18.8,60.8,1.3036,14,10,2004,18,0,0,1211,1135,615,1682,1234
5234,5234,5234,14/10/2004 19:00,5234,-200,-200,21,-200,-200,19.3,59.6,1.3195,14,10,2004,19,0,0,1340,1324,537,1907,1412
5235,5235,5235,14/10/2004 20:00,5235,-200,-200,17.9,-200,-200,17.6,69.2,1.3803,14,10,2004,20,0,0,1299,1237,553,1804,1350
5236,5236,5236,14/10/2004 21:00,5236,-200,-200,7.3,-200,-200,16.4,77.1,1.4243,14,10,2004,21,0,0,1046,872,769,1479,968
5237,5237,5237,14/10/2004 22:00,5237,-200,-200,4.8,-200,-200,16.6,77.3,1.4491,14,10,2004,22,0,0,949,754,884,1393,759
5238,5238,5238,14/10/2004 23:00,5238,-200,-200,4.8,-200,-200,15.9,78.1,1.4039,14,10,2004,23,0,0,966,756,908,1363,741
5239,5239,5239,15/10/2004 0:00,5239,-200,-200,7.7,-200,-200,15.1,82.3,1.4009,15,10,2004,0,0,0,1062,887,770,1473,866
5240,5240,5240,15/10/2004 1:00,5240,-200,-200,4.3,-200,-200,14.8,83.8,1.4005,15,10,2004,1,0,0,934,730,906,1345,757
5241,5241,5241,15/10/2004 2:00,5241,-200,-200,3,-200,-200,14.4,84.6,1.3794,15,10,2004,2,0,0,862,649,1046,1289,675
5242,5242,5242,15/10/2004 3:00,5242,-200,-200,2.1,-200,-200,15.8,77.6,1.3792,15,10,2004,3,0,0,823,590,1125,1241,624
5243,5243,5243,15/10/2004 4:00,5243,-200,-200,2.3,-200,-200,15.2,79.4,1.3605,15,10,2004,4,0,0,839,604,1097,1259,605
5244,5244,5244,15/10/2004 5:00,5244,-200,-200,3.5,-200,-200,14.8,81.9,1.3735,15,10,2004,5,0,0,879,681,992,1312,703
5245,5245,5245,15/10/2004 6:00,5245,-200,-200,10,-200,-200,14.6,82.9,1.3706,15,10,2004,6,0,0,1095,977,725,1562,998
5246,5246,5246,15/10/2004 7:00,5246,-200,-200,20.5,-200,-200,14.8,80.4,1.3428,15,10,2004,7,0,0,1359,1311,544,1878,1311
5247,5247,5247,15/10/2004 8:00,5247,-200,-200,22.2,-200,-200,15.6,77.1,1.3527,15,10,2004,8,0,0,1354,1358,519,1942,1403
5248,5248,5248,15/10/2004 9:00,5248,-200,-200,24.1,-200,-200,17.3,70.9,1.3876,15,10,2004,9,0,0,1420,1405,501,1941,1573
5249,5249,5249,15/10/2004 10:00,5249,-200,-200,17.4,-200,-200,22.2,51.3,1.3543,15,10,2004,10,0,0,1265,1221,578,1760,1354
5250,5250,5250,15/10/2004 11:00,5250,-200,-200,14.2,-200,-200,24.4,43.9,1.3184,15,10,2004,11,0,0,1146,1122,639,1659,1131
5251,5251,5251,15/10/2004 12:00,5251,-200,-200,15,-200,-200,22.7,47.6,1.2989,15,10,2004,12,0,0,1150,1149,620,1676,1113
5252,5252,5252,15/10/2004 13:00,5252,-200,-200,18.3,-200,-200,20.5,61.5,1.4673,15,10,2004,13,0,0,1282,1247,560,1861,1258
5253,5253,5253,15/10/2004 14:00,5253,-200,-200,13,-200,-200,23.3,40.4,1.1421,15,10,2004,14,0,0,1067,1085,684,1548,985
5254,5254,5254,15/10/2004 15:00,5254,-200,-200,18.1,-200,-200,23.2,39.9,1.1172,15,10,2004,15,0,0,1185,1243,603,1689,1197
5255,5255,5255,15/10/2004 16:00,5255,-200,-200,23.1,-200,-200,21.5,44.5,1.129,15,10,2004,16,0,0,1312,1381,540,1881,1402
5256,5256,5256,15/10/2004 17:00,5256,-200,-200,24.9,-200,-200,20.9,48.5,1.1878,15,10,2004,17,0,0,1319,1426,509,1938,1491
5257,5257,5257,15/10/2004 18:00,5257,-200,-200,21.7,-200,-200,19.8,53.1,1.216,15,10,2004,18,0,0,1255,1342,539,1875,1396
5258,5258,5258,15/10/2004 19:00,5258,-200,-200,14.1,-200,-200,20.1,53.6,1.2477,15,10,2004,19,0,0,1123,1119,648,1593,1198
5259,5259,5259,15/10/2004 20:00,5259,-200,-200,11.9,-200,-200,19.6,56,1.2623,15,10,2004,20,0,0,1126,1045,689,1523,1166
5260,5260,5260,15/10/2004 21:00,5260,-200,-200,5.1,-200,-200,18.6,60.4,1.2817,15,10,2004,21,0,0,924,766,902,1357,752
5261,5261,5261,15/10/2004 22:00,5261,-200,-200,6.8,-200,-200,14.5,78.3,1.288,15,10,2004,22,0,0,982,849,853,1390,717
5262,5262,5262,15/10/2004 23:00,5262,-200,-200,4.8,-200,-200,16.3,70.5,1.2921,15,10,2004,23,0,0,936,756,939,1311,693
5263,5263,5263,16/10/2004 0:00,5263,-200,-200,7.2,-200,-200,14.1,83.8,1.346,16,10,2004,0,0,0,1069,865,825,1394,816
5264,5264,5264,16/10/2004 1:00,5264,-200,-200,5.4,-200,-200,14.5,81.3,1.3399,16,10,2004,1,0,0,967,785,879,1326,766
5265,5265,5265,16/10/2004 2:00,5265,-200,-200,3,-200,-200,14.7,80.7,1.3414,16,10,2004,2,0,0,869,649,1033,1249,631
5266,5266,5266,16/10/2004 3:00,5266,-200,-200,3.7,-200,-200,14.5,82.1,1.3493,16,10,2004,3,0,0,916,692,986,1287,683
5267,5267,5267,16/10/2004 4:00,5267,-200,-200,3.6,-200,-200,15,78.4,1.3333,16,10,2004,4,0,0,886,686,970,1278,654
5268,5268,5268,16/10/2004 5:00,5268,-200,-200,4.7,-200,-200,14.5,80.5,1.3221,16,10,2004,5,0,0,926,747,902,1325,759
5269,5269,5269,16/10/2004 6:00,5269,-200,-200,6.9,-200,-200,14.6,79,1.3082,16,10,2004,6,0,0,971,851,808,1389,876
5270,5270,5270,16/10/2004 7:00,5270,-200,-200,7.7,-200,-200,15,74.8,1.2672,16,10,2004,7,0,0,1029,886,807,1446,926
5271,5271,5271,16/10/2004 8:00,5271,-200,-200,12.2,-200,-200,15.9,70.4,1.2658,16,10,2004,8,0,0,1124,1057,667,1569,1091
5272,5272,5272,16/10/2004 9:00,5272,-200,-200,9.6,-200,-200,17.4,62.3,1.2282,16,10,2004,9,0,0,1063,964,729,1454,1045
5273,5273,5273,16/10/2004 10:00,5273,-200,-200,9.6,-200,-200,21.3,42.9,1.0727,16,10,2004,10,0,0,1028,961,756,1413,928
5274,5274,5274,16/10/2004 11:00,5274,-200,-200,8.3,-200,-200,22,38.9,1.0154,16,10,2004,11,0,0,944,910,828,1342,777
5275,5275,5275,16/10/2004 12:00,5275,-200,-200,7,-200,-200,20.3,41.3,0.9745,16,10,2004,12,0,0,913,857,892,1275,640
5276,5276,5276,16/10/2004 13:00,5276,-200,-200,8.2,-200,-200,20.2,45.6,1.0663,16,10,2004,13,0,0,966,906,819,1354,741
5277,5277,5277,16/10/2004 14:00,5277,-200,-200,4.5,-200,-200,20.8,37.4,0.9107,16,10,2004,14,0,0,833,737,1021,1162,483
5278,5278,5278,16/10/2004 15:00,5278,-200,-200,5.5,-200,-200,21.6,35.9,0.9164,16,10,2004,15,0,0,891,789,960,1234,522
5279,5279,5279,16/10/2004 16:00,5279,-200,-200,8.7,-200,-200,22,35.7,0.9329,16,10,2004,16,0,0,995,927,825,1320,718
5280,5280,5280,16/10/2004 17:00,5280,-200,-200,8.7,-200,-200,19.9,42,0.9665,16,10,2004,17,0,0,1038,929,816,1332,798
5281,5281,5281,16/10/2004 18:00,5281,-200,-200,14,-200,-200,19.2,46.3,1.0158,16,10,2004,18,0,0,1146,1118,695,1534,1174
5282,5282,5282,16/10/2004 19:00,5282,-200,-200,9.5,-200,-200,17.9,56.9,1.1545,16,10,2004,19,0,0,1059,958,787,1417,891
5283,5283,5283,16/10/2004 20:00,5283,-200,-200,7.9,-200,-200,14.7,75.5,1.2554,16,10,2004,20,0,0,1065,893,819,1397,799
5284,5284,5284,16/10/2004 21:00,5284,-200,-200,6.2,-200,-200,15.1,78.9,1.3409,16,10,2004,21,0,0,1013,822,855,1377,855
5285,5285,5285,16/10/2004 22:00,5285,-200,-200,4,-200,-200,17.2,66.7,1.2987,16,10,2004,22,0,0,942,712,979,1303,734
5286,5286,5286,16/10/2004 23:00,5286,-200,-200,4.4,-200,-200,15.4,73.2,1.2755,16,10,2004,23,0,0,925,735,960,1284,691
5287,5287,5287,17/10/2004 0:00,5287,-200,-200,2.6,-200,-200,16.5,68.5,1.2753,17,10,2004,0,0,0,871,628,1118,1228,557
5288,5288,5288,17/10/2004 1:00,5288,-200,-200,2.7,-200,-200,16.4,70.3,1.3031,17,10,2004,1,0,0,864,633,1097,1259,523
5289,5289,5289,17/10/2004 2:00,5289,-200,-200,3.8,-200,-200,15.4,78.1,1.3557,17,10,2004,2,0,0,929,698,991,1307,610
5290,5290,5290,17/10/2004 3:00,5290,-200,-200,3.6,-200,-200,15.8,75.5,1.3436,17,10,2004,3,0,0,912,690,984,1309,574
5291,5291,5291,17/10/2004 4:00,5291,-200,-200,2.2,-200,-200,16,69.5,1.2549,17,10,2004,4,0,0,817,602,1120,1227,470
5292,5292,5292,17/10/2004 5:00,5292,-200,-200,1.7,-200,-200,15,71,1.2032,17,10,2004,5,0,0,786,558,1217,1179,434
5293,5293,5293,17/10/2004 6:00,5293,-200,-200,2.1,-200,-200,13.9,75.2,1.1884,17,10,2004,6,0,0,827,595,1208,1214,507
5294,5294,5294,17/10/2004 7:00,5294,-200,-200,2.3,-200,-200,15.9,62.1,1.1103,17,10,2004,7,0,0,789,604,1181,1171,467
5295,5295,5295,17/10/2004 8:00,5295,-200,-200,4.8,-200,-200,15.9,61,1.0911,17,10,2004,8,0,0,875,754,961,1296,591
5296,5296,5296,17/10/2004 9:00,5296,-200,-200,5.6,-200,-200,17.1,58.7,1.1332,17,10,2004,9,0,0,959,792,913,1315,717
5297,5297,5297,17/10/2004 10:00,5297,-200,-200,6.8,-200,-200,19.2,51.9,1.1404,17,10,2004,10,0,0,969,850,846,1351,774
5298,5298,5298,17/10/2004 11:00,5298,-200,-200,6.2,-200,-200,21.5,42.6,1.0798,17,10,2004,11,0,0,947,821,900,1302,697
5299,5299,5299,17/10/2004 12:00,5299,-200,-200,6.8,-200,-200,21.6,39.9,1.0156,17,10,2004,12,0,0,960,848,866,1305,701
5300,5300,5300,17/10/2004 13:00,5300,-200,-200,11.1,-200,-200,21.6,40.4,1.0309,17,10,2004,13,0,0,1017,1020,744,1478,752
5301,5301,5301,17/10/2004 14:00,5301,-200,-200,12.2,-200,-200,22,37.3,0.9768,17,10,2004,14,0,0,979,1057,701,1473,760
5302,5302,5302,17/10/2004 15:00,5302,-200,-200,4.7,-200,-200,22.1,35.2,0.9253,17,10,2004,15,0,0,843,748,999,1179,505
5303,5303,5303,17/10/2004 16:00,5303,-200,-200,5.1,-200,-200,22.4,36,0.9621,17,10,2004,16,0,0,877,769,962,1212,529
5304,5304,5304,17/10/2004 17:00,5304,-200,-200,12.7,-200,-200,20.9,40.3,0.9866,17,10,2004,17,0,0,1053,1072,733,1495,832
5305,5305,5305,17/10/2004 18:00,5305,-200,-200,11.6,-200,-200,19.8,41.5,0.9489,17,10,2004,18,0,0,1047,1037,749,1429,904
5306,5306,5306,17/10/2004 19:00,5306,-200,-200,12.7,-200,-200,18.2,46,0.9538,17,10,2004,19,0,0,1105,1074,712,1457,1050
5307,5307,5307,17/10/2004 20:00,5307,-200,-200,9.7,-200,-200,17.3,50.3,0.9837,17,10,2004,20,0,0,1008,968,783,1348,1000
5308,5308,5308,17/10/2004 21:00,5308,-200,-200,7.8,-200,-200,15.8,57.6,1.0271,17,10,2004,21,0,0,975,891,814,1361,911
5309,5309,5309,17/10/2004 22:00,5309,-200,-200,6.8,-200,-200,15.5,59.7,1.0413,17,10,2004,22,0,0,954,850,840,1321,858
5310,5310,5310,17/10/2004 23:00,5310,-200,-200,8.1,-200,-200,15.5,60.6,1.0574,17,10,2004,23,0,0,987,904,808,1344,903
5311,5311,5311,18/10/2004 0:00,5311,-200,-200,5.4,-200,-200,15.8,59.9,1.0676,18,10,2004,0,0,0,880,784,922,1252,781
5312,5312,5312,18/10/2004 1:00,5312,-200,-200,4.4,-200,-200,14.8,64.3,1.073,18,10,2004,1,0,0,856,732,988,1247,714
5313,5313,5313,18/10/2004 2:00,5313,-200,-200,2.4,-200,-200,14.8,64.7,1.0788,18,10,2004,2,0,0,788,614,1116,1177,625
5314,5314,5314,18/10/2004 3:00,5314,-200,-200,1.6,-200,-200,13.8,67.6,1.0581,18,10,2004,3,0,0,760,555,1226,1158,568
5315,5315,5315,18/10/2004 4:00,5315,-200,-200,1.8,-200,-200,14.5,65,1.0672,18,10,2004,4,0,0,777,570,1191,1167,616
5316,5316,5316,18/10/2004 5:00,5316,-200,-200,3.1,-200,-200,14,67.4,1.0703,18,10,2004,5,0,0,825,661,1074,1207,710
5317,5317,5317,18/10/2004 6:00,5317,-200,-200,9.2,-200,-200,12.6,73.6,1.0699,18,10,2004,6,0,0,1011,947,759,1425,953
5318,5318,5318,18/10/2004 7:00,5318,-200,-200,20.8,-200,-200,13.3,70.4,1.0711,18,10,2004,7,0,0,1237,1319,576,1741,1271
5319,5319,5319,18/10/2004 8:00,5319,-200,-200,26.8,-200,-200,14.4,65.8,1.0773,18,10,2004,8,0,0,1298,1473,514,1884,1447
5320,5320,5320,18/10/2004 9:00,5320,-200,-200,17.7,-200,-200,16.8,57.8,1.0947,18,10,2004,9,0,0,1153,1230,616,1565,1296
5321,5321,5321,18/10/2004 10:00,5321,-200,-200,14.2,-200,-200,19.7,49.3,1.1199,18,10,2004,10,0,0,1101,1124,646,1521,1217
5322,5322,5322,18/10/2004 11:00,5322,-200,-200,16.8,-200,-200,21.1,47.2,1.1659,18,10,2004,11,0,0,1215,1203,599,1664,1341
5323,5323,5323,18/10/2004 12:00,5323,-200,-200,16,-200,-200,22.2,43.2,1.1427,18,10,2004,12,0,0,1163,1179,608,1641,1180
5324,5324,5324,18/10/2004 13:00,5324,-200,-200,19.9,-200,-200,21.4,47.2,1.1927,18,10,2004,13,0,0,1285,1293,549,1797,1365
5325,5325,5325,18/10/2004 14:00,5325,-200,-200,18.5,-200,-200,19.9,55.4,1.2702,18,10,2004,14,0,0,1288,1253,537,1763,1410
5326,5326,5326,18/10/2004 15:00,5326,-200,-200,21.4,-200,-200,20.3,54,1.2744,18,10,2004,15,0,0,1362,1334,512,1862,1529
5327,5327,5327,18/10/2004 16:00,5327,-200,-200,22.8,-200,-200,20,56.5,1.3051,18,10,2004,16,0,0,1405,1372,497,1883,1573
5328,5328,5328,18/10/2004 17:00,5328,-200,-200,36.5,-200,-200,19.7,57.8,1.3138,18,10,2004,17,0,0,1610,1697,407,2287,1810
5329,5329,5329,18/10/2004 18:00,5329,-200,-200,38.8,-200,-200,19.3,59,1.3077,18,10,2004,18,0,0,1612,1745,398,2357,1834
5330,5330,5330,18/10/2004 19:00,5330,-200,-200,32.3,-200,-200,18.5,60.3,1.2706,18,10,2004,19,0,0,1520,1604,436,2161,1672
5331,5331,5331,18/10/2004 20:00,5331,-200,-200,29.3,-200,-200,17.8,66.3,1.341,18,10,2004,20,0,0,1489,1534,444,2080,1686
5332,5332,5332,18/10/2004 21:00,5332,-200,-200,14.2,-200,-200,17.6,65.9,1.3175,18,10,2004,21,0,0,1181,1124,597,1606,1302
5333,5333,5333,18/10/2004 22:00,5333,-200,-200,8,-200,-200,17.5,63.5,1.2622,18,10,2004,22,0,0,995,898,761,1409,1023
5334,5334,5334,18/10/2004 23:00,5334,-200,-200,7.4,-200,-200,16.5,67.2,1.2491,18,10,2004,23,0,0,998,875,779,1380,992
5335,5335,5335,19/10/2004 0:00,5335,-200,-200,7.2,-200,-200,16.2,69.1,1.259,19,10,2004,0,0,0,984,864,788,1371,960
5336,5336,5336,19/10/2004 1:00,5336,-200,-200,8,-200,-200,14.9,74.7,1.2564,19,10,2004,1,0,0,1022,898,746,1414,955
5337,5337,5337,19/10/2004 2:00,5337,-200,-200,6.5,-200,-200,14.1,76.7,1.2273,19,10,2004,2,0,0,951,835,788,1354,887
5338,5338,5338,19/10/2004 3:00,5338,-200,-200,5.2,-200,-200,14,76.6,1.2202,19,10,2004,3,0,0,910,773,842,1303,851
5339,5339,5339,19/10/2004 4:00,5339,-200,-200,5.6,-200,-200,14.9,73.8,1.24,19,10,2004,4,0,0,932,792,818,1323,903
5340,5340,5340,19/10/2004 5:00,5340,-200,-200,7,-200,-200,15.2,73.1,1.257,19,10,2004,5,0,0,974,859,772,1383,954
5341,5341,5341,19/10/2004 6:00,5341,-200,-200,11.5,-200,-200,15.2,73.4,1.2626,19,10,2004,6,0,0,1117,1031,669,1528,1107
5342,5342,5342,19/10/2004 7:00,5342,-200,-200,21.7,-200,-200,15.2,74.7,1.2824,19,10,2004,7,0,0,1367,1343,517,1852,1442
5343,5343,5343,19/10/2004 8:00,5343,-200,-200,37.9,-200,-200,15.8,71.7,1.278,19,10,2004,8,0,0,1583,1726,404,2316,1818
5344,5344,5344,19/10/2004 9:00,5344,-200,-200,30.1,-200,-200,16.6,68.4,1.2829,19,10,2004,9,0,0,1526,1552,441,2074,1802
5345,5345,5345,19/10/2004 10:00,5345,-200,-200,24.5,-200,-200,17.6,64.9,1.2925,19,10,2004,10,0,0,1399,1416,485,1894,1671
5346,5346,5346,19/10/2004 11:00,5346,-200,-200,25.2,-200,-200,18.3,63.8,1.331,19,10,2004,11,0,0,1436,1435,479,1911,1710
5347,5347,5347,19/10/2004 12:00,5347,-200,-200,26.5,-200,-200,19.4,61.1,1.3652,19,10,2004,12,0,0,1455,1468,474,1945,1746
5348,5348,5348,19/10/2004 13:00,5348,-200,-200,19.6,-200,-200,20.9,58.1,1.4193,19,10,2004,13,0,0,1311,1286,544,1760,1495
5349,5349,5349,19/10/2004 14:00,5349,-200,-200,13.4,-200,-200,22,54,1.4114,19,10,2004,14,0,0,1174,1097,640,1596,1203
5350,5350,5350,19/10/2004 15:00,5350,-200,-200,15.3,-200,-200,22.8,53,1.4482,19,10,2004,15,0,0,1242,1158,602,1682,1252
5351,5351,5351,19/10/2004 16:00,5351,-200,-200,15.1,-200,-200,21.7,57.6,1.4756,19,10,2004,16,0,0,1267,1151,593,1671,1528
5352,5352,5352,19/10/2004 17:00,5352,-200,-200,21.1,-200,-200,21.3,60.8,1.5205,19,10,2004,17,0,0,1401,1326,530,1887,1629
5353,5353,5353,19/10/2004 18:00,5353,-200,-200,23.6,-200,-200,21.2,61.7,1.5309,19,10,2004,18,0,0,1428,1393,490,1976,1608
5354,5354,5354,19/10/2004 19:00,5354,-200,-200,25.7,-200,-200,21.2,62.2,1.5473,19,10,2004,19,0,0,1478,1447,474,2017,1664
5355,5355,5355,19/10/2004 20:00,5355,-200,-200,27.2,-200,-200,20.8,65.1,1.5782,19,10,2004,20,0,0,1518,1483,454,2098,1666
5356,5356,5356,19/10/2004 21:00,5356,-200,-200,24.4,-200,-200,19.9,69,1.5877,19,10,2004,21,0,0,1468,1415,470,1985,1594
5357,5357,5357,19/10/2004 22:00,5357,-200,-200,20.3,-200,-200,18.8,73.7,1.5785,19,10,2004,22,0,0,1369,1305,513,1851,1421
5358,5358,5358,19/10/2004 23:00,5358,-200,-200,14.8,-200,-200,19.2,71.3,1.5723,19,10,2004,23,0,0,1244,1141,571,1671,1337
5359,5359,5359,20/10/2004 0:00,5359,-200,-200,12.8,-200,-200,19,71.6,1.5549,20,10,2004,0,0,0,1217,1077,603,1628,1270
5360,5360,5360,20/10/2004 1:00,5360,-200,-200,10,-200,-200,19.5,69.7,1.5596,20,10,2004,1,0,0,1103,979,666,1520,1156
5361,5361,5361,20/10/2004 2:00,5361,-200,-200,9.3,-200,-200,19.4,70.1,1.5626,20,10,2004,2,0,0,1118,951,675,1509,1124
5362,5362,5362,20/10/2004 3:00,5362,-200,-200,9.3,-200,-200,18.4,74.5,1.5634,20,10,2004,3,0,0,1087,950,684,1519,1049
5363,5363,5363,20/10/2004 4:00,5363,-200,-200,8.8,-200,-200,18.7,73.4,1.5701,20,10,2004,4,0,0,1069,931,688,1508,1044
5364,5364,5364,20/10/2004 5:00,5364,-200,-200,10.2,-200,-200,18.4,74.6,1.5631,20,10,2004,5,0,0,1112,985,645,1544,1109
5365,5365,5365,20/10/2004 6:00,5365,-200,-200,13.1,-200,-200,18.5,74.4,1.5661,20,10,2004,6,0,0,1196,1086,594,1659,1224
5366,5366,5366,20/10/2004 7:00,5366,-200,-200,26.1,-200,-200,18.8,73,1.5737,20,10,2004,7,0,0,1522,1457,458,2043,1611
5367,5367,5367,20/10/2004 8:00,5367,-200,-200,37.9,-200,-200,19.9,69.9,1.6036,20,10,2004,8,0,0,1715,1728,371,2376,2004
5368,5368,5368,20/10/2004 9:00,5368,-200,-200,26.2,-200,-200,21.3,66.1,1.6556,20,10,2004,9,0,0,1582,1459,448,2036,1776
5369,5369,5369,20/10/2004 10:00,5369,-200,-200,23.1,-200,-200,23,61.8,1.7135,20,10,2004,10,0,0,1494,1379,467,1965,1723
5370,5370,5370,20/10/2004 11:00,5370,-200,-200,26,-200,-200,22.4,64.6,1.7271,20,10,2004,11,0,0,1631,1455,438,2027,1916
5371,5371,5371,20/10/2004 12:00,5371,-200,-200,28.1,-200,-200,23.8,59.9,1.7376,20,10,2004,12,0,0,1650,1506,424,2093,1955
5372,5372,5372,20/10/2004 13:00,5372,-200,-200,28,-200,-200,24.7,56.9,1.7472,20,10,2004,13,0,0,1640,1503,431,2094,1894
5373,5373,5373,20/10/2004 14:00,5373,-200,-200,24.6,-200,-200,25.4,55.1,1.761,20,10,2004,14,0,0,1589,1418,452,2015,1823
5374,5374,5374,20/10/2004 15:00,5374,-200,-200,22.4,-200,-200,25.7,54.5,1.7684,20,10,2004,15,0,0,1538,1362,473,1924,1793
5375,5375,5375,20/10/2004 16:00,5375,4.7,-200,30.9,652,167,24.8,57.7,1.7765,20,10,2004,16,0,0,1597,1573,424,2307,1956
5376,5376,5376,20/10/2004 17:00,5376,8,-200,43.7,895,194,24.6,58.9,1.8005,20,10,2004,17,0,0,1884,1846,348,2595,2203
5377,5377,5377,20/10/2004 18:00,5377,7.7,-200,40,826,172,23.9,61.8,1.8088,20,10,2004,18,0,0,1835,1770,358,2474,2073
5378,5378,5378,20/10/2004 19:00,5378,6.8,-200,35.9,648,134,23,65.9,1.8319,20,10,2004,19,0,0,1759,1684,373,2378,1923
5379,5379,5379,20/10/2004 20:00,5379,6,-200,30.1,629,130,22.4,67.7,1.8161,20,10,2004,20,0,0,1666,1553,409,2170,1780
5380,5380,5380,20/10/2004 21:00,5380,4.7,-200,22.3,529,113,22,69.2,1.8061,20,10,2004,21,0,0,1506,1360,458,1944,1609
5381,5381,5381,20/10/2004 22:00,5381,3.4,-200,17.7,405,99,21.8,69.6,1.79,20,10,2004,22,0,0,1378,1229,511,1820,1466
5382,5382,5382,20/10/2004 23:00,5382,3.9,-200,19.5,461,109,21.9,68.3,1.7699,20,10,2004,23,0,0,1448,1283,496,1877,1504
5383,5383,5383,21/10/2004 0:00,5383,4.4,-200,22.3,486,105,21.7,69.7,1.7872,21,10,2004,0,0,0,1481,1359,467,1957,1518
