MeasurementID,DateID,TimeID,ReadingID,CO_Concentration,NMHC_Concentration,Benzene_Concentration,NOx_Concentration,NO2_Concentration,Temperature,Relative_Humidity,Absolute_Humidity,Day,Month,Year,Hour,Minute,Second,PT08_S1,PT08_S2,PT08_S3,PT08_S4,PT08_S5
4605,4605,4605,4605,1.1,-200.0,5.0,162.0,78.0,27.6,29.2,1.0594,18.0,9.0,2004.0,14.0,0.0,0.0,885.0,765.0,1017.0,1268.0,619.0
4606,4606,4606,4606,1.1,-200.0,5.3,137.0,73.0,28.1,28.6,1.0715,18.0,9.0,2004.0,15.0,0.0,0.0,903.0,779.0,1010.0,1278.0,583.0
4607,4607,4607,4607,1.3,-200.0,5.3,165.0,73.0,29.1,26.8,1.0648,18.0,9.0,2004.0,16.0,0.0,0.0,927.0,781.0,994.0,1267.0,594.0
4608,4608,4608,4608,1.5,-200.0,6.5,204.0,100.0,28.4,28.3,1.0798,18.0,9.0,2004.0,17.0,0.0,0.0,979.0,835.0,936.0,1338.0,700.0
4609,4609,4609,4609,2.0,-200.0,9.2,266.0,122.0,26.6,32.1,1.102,18.0,9.0,2004.0,18.0,0.0,0.0,1050.0,947.0,832.0,1447.0,912.0
4610,4610,4610,4610,2.4,-200.0,11.6,299.0,132.0,25.3,35.3,1.1262,18.0,9.0,2004.0,19.0,0.0,0.0,1091.0,1037.0,770.0,1512.0,1038.0
4611,4611,4611,4611,2.0,-200.0,9.2,234.0,116.0,24.7,37.1,1.1397,18.0,9.0,2004.0,20.0,0.0,0.0,1040.0,946.0,827.0,1424.0,952.0
4612,4612,4612,4612,1.5,-200.0,7.5,181.0,109.0,23.5,40.6,1.1588,18.0,9.0,2004.0,21.0,0.0,0.0,997.0,879.0,885.0,1404.0,887.0
4613,4613,4613,4613,1.7,-200.0,9.0,210.0,109.0,22.8,43.4,1.1915,18.0,9.0,2004.0,22.0,0.0,0.0,1042.0,938.0,816.0,1456.0,1004.0
4614,4614,4614,4614,2.5,-200.0,12.1,304.0,116.0,22.2,47.9,1.2626,18.0,9.0,2004.0,23.0,0.0,0.0,1191.0,1055.0,707.0,1563.0,1221.0
4615,4615,4615,4615,2.2,-200.0,10.5,255.0,104.0,21.3,50.5,1.2652,19.0,9.0,2004.0,0.0,0.0,0.0,1149.0,996.0,754.0,1534.0,1177.0
4616,4616,4616,4616,1.4,-200.0,7.1,149.0,81.0,20.6,53.2,1.2742,19.0,9.0,2004.0,1.0,0.0,0.0,973.0,862.0,850.0,1436.0,957.0
4617,4617,4617,4617,1.2,-200.0,6.2,112.0,64.0,19.6,56.6,1.2797,19.0,9.0,2004.0,2.0,0.0,0.0,940.0,823.0,891.0,1415.0,853.0
4618,4618,4618,4618,1.2,-200.0,7.8,-200.0,-200.0,18.8,59.8,1.2847,19.0,9.0,2004.0,3.0,0.0,0.0,949.0,890.0,854.0,1484.0,884.0
4619,4619,4619,4619,0.9,-200.0,3.8,90.0,54.0,18.8,59.5,1.2758,19.0,9.0,2004.0,4.0,0.0,0.0,830.0,699.0,1012.0,1339.0,736.0
4620,4620,4620,4620,0.5,-200.0,2.3,46.0,35.0,19.3,57.0,1.2603,19.0,9.0,2004.0,5.0,0.0,0.0,773.0,609.0,1169.0,1256.0,590.0
4621,4621,4621,4621,0.6,-200.0,2.9,76.0,44.0,18.2,60.8,1.2567,19.0,9.0,2004.0,6.0,0.0,0.0,811.0,644.0,1144.0,1289.0,655.0
4622,4622,4622,4622,1.0,-200.0,4.8,139.0,62.0,16.8,66.8,1.2721,19.0,9.0,2004.0,7.0,0.0,0.0,901.0,754.0,936.0,1351.0,854.0
4623,4623,4623,4623,1.3,-200.0,7.7,179.0,68.0,18.6,60.0,1.2757,19.0,9.0,2004.0,8.0,0.0,0.0,969.0,886.0,863.0,1451.0,953.0
4624,4624,4624,4624,1.7,-200.0,8.8,224.0,85.0,22.2,48.0,1.2678,19.0,9.0,2004.0,9.0,0.0,0.0,1027.0,933.0,806.0,1465.0,1050.0
4625,4625,4625,4625,2.2,-200.0,10.6,272.0,110.0,26.5,35.7,1.2149,19.0,9.0,2004.0,10.0,0.0,0.0,1094.0,1002.0,755.0,1536.0,1114.0
4626,4626,4626,4626,2.1,-200.0,10.2,251.0,115.0,30.0,28.5,1.1883,19.0,9.0,2004.0,11.0,0.0,0.0,1083.0,984.0,784.0,1485.0,1049.0
4627,4627,4627,4627,2.2,-200.0,11.0,250.0,129.0,32.2,24.7,1.1696,19.0,9.0,2004.0,12.0,0.0,0.0,1098.0,1015.0,754.0,1508.0,996.0
4628,4628,4628,4628,2.0,-200.0,11.9,178.0,106.0,29.6,28.6,1.1628,19.0,9.0,2004.0,13.0,0.0,0.0,1059.0,1047.0,761.0,1549.0,841.0
4629,4629,4629,4629,2.0,-200.0,10.8,137.0,87.0,29.8,28.5,1.1809,19.0,9.0,2004.0,14.0,0.0,0.0,1021.0,1009.0,771.0,1545.0,769.0
4630,4630,4630,4630,1.2,-200.0,5.1,119.0,70.0,31.1,26.1,1.163,19.0,9.0,2004.0,15.0,0.0,0.0,925.0,768.0,987.0,1289.0,541.0
4631,4631,4631,4631,1.8,-200.0,8.3,193.0,106.0,34.6,22.4,1.212,19.0,9.0,2004.0,16.0,0.0,0.0,1045.0,910.0,878.0,1385.0,742.0
4632,4632,4632,4632,4.3,-200.0,20.7,329.0,151.0,33.2,25.4,1.2722,19.0,9.0,2004.0,17.0,0.0,0.0,1303.0,1317.0,631.0,1816.0,1196.0
4633,4633,4633,4633,3.8,-200.0,16.8,413.0,179.0,30.0,31.4,1.3074,19.0,9.0,2004.0,18.0,0.0,0.0,1254.0,1204.0,668.0,1655.0,1338.0
4634,4634,4634,4634,4.4,-200.0,20.4,489.0,188.0,27.5,38.1,1.3756,19.0,9.0,2004.0,19.0,0.0,0.0,1345.0,1306.0,587.0,1806.0,1416.0
4635,4635,4635,4635,3.8,-200.0,15.3,470.0,187.0,26.2,42.5,1.423,19.0,9.0,2004.0,20.0,0.0,0.0,1273.0,1159.0,645.0,1704.0,1341.0
4636,4636,4636,4636,1.9,-200.0,8.8,228.0,121.0,24.7,46.4,1.4206,19.0,9.0,2004.0,21.0,0.0,0.0,1096.0,931.0,766.0,1506.0,1019.0
4637,4637,4637,4637,1.7,-200.0,8.5,169.0,99.0,23.6,50.0,1.4383,19.0,9.0,2004.0,22.0,0.0,0.0,1077.0,920.0,778.0,1509.0,935.0
4638,4638,4638,4638,1.8,-200.0,8.7,189.0,100.0,22.7,53.6,1.4632,19.0,9.0,2004.0,23.0,0.0,0.0,1084.0,929.0,751.0,1517.0,1081.0
4639,4639,4639,4639,1.1,-200.0,5.7,100.0,79.0,22.7,53.8,1.4666,20.0,9.0,2004.0,0.0,0.0,0.0,980.0,800.0,863.0,1407.0,903.0
4640,4640,4640,4640,0.8,-200.0,4.0,71.0,57.0,22.8,53.0,1.4577,20.0,9.0,2004.0,1.0,0.0,0.0,882.0,713.0,978.0,1343.0,731.0
4641,4641,4641,4641,0.7,-200.0,3.0,52.0,43.0,21.4,57.6,1.4469,20.0,9.0,2004.0,2.0,0.0,0.0,851.0,655.0,1051.0,1301.0,625.0
4642,4642,4642,4642,0.6,-200.0,2.2,-200.0,-200.0,19.9,62.3,1.4363,20.0,9.0,2004.0,3.0,0.0,0.0,819.0,597.0,1112.0,1281.0,613.0
4643,4643,4643,4643,0.5,-200.0,2.2,57.0,50.0,19.5,63.5,1.4269,20.0,9.0,2004.0,4.0,0.0,0.0,804.0,601.0,1122.0,1281.0,646.0
4644,4644,4644,4644,0.5,-200.0,2.7,69.0,47.0,20.2,60.8,1.4243,20.0,9.0,2004.0,5.0,0.0,0.0,823.0,631.0,1090.0,1304.0,671.0
4645,4645,4645,4645,0.9,-200.0,4.7,126.0,60.0,19.4,63.5,1.4139,20.0,9.0,2004.0,6.0,0.0,0.0,903.0,748.0,937.0,1373.0,801.0
4646,4646,4646,4646,3.5,-200.0,21.7,376.0,91.0,18.7,65.6,1.4039,20.0,9.0,2004.0,7.0,0.0,0.0,1310.0,1344.0,573.0,2026.0,1353.0
4647,4647,4647,4647,-200.0,-200.0,32.2,-200.0,-200.0,20.1,60.6,1.4062,20.0,9.0,2004.0,8.0,0.0,0.0,1436.0,1601.0,455.0,2338.0,1682.0
4648,4648,4648,4648,5.7,-200.0,27.5,737.0,159.0,23.5,49.7,1.4156,20.0,9.0,2004.0,9.0,0.0,0.0,1479.0,1490.0,494.0,2146.0,1749.0
4649,4649,4649,4649,3.5,-200.0,18.1,481.0,173.0,26.4,41.9,1.4237,20.0,9.0,2004.0,10.0,0.0,0.0,1285.0,1243.0,599.0,1815.0,1582.0
4650,4650,4650,4650,3.7,-200.0,18.6,425.0,174.0,29.9,34.0,1.4096,20.0,9.0,2004.0,11.0,0.0,0.0,1262.0,1258.0,597.0,1835.0,1484.0
4651,4651,4651,4651,3.1,-200.0,17.6,330.0,165.0,31.5,30.8,1.4017,20.0,9.0,2004.0,12.0,0.0,0.0,1225.0,1227.0,643.0,1774.0,1321.0
4652,4652,4652,4652,3.0,-200.0,16.3,303.0,136.0,30.2,30.2,1.2744,20.0,9.0,2004.0,13.0,0.0,0.0,1162.0,1188.0,676.0,1681.0,1125.0
4653,4653,4653,4653,2.6,-200.0,11.8,283.0,125.0,30.5,29.3,1.2612,20.0,9.0,2004.0,14.0,0.0,0.0,1103.0,1044.0,757.0,1523.0,967.0
4654,4654,4654,4654,2.4,-200.0,11.9,264.0,122.0,31.8,27.4,1.2673,20.0,9.0,2004.0,15.0,0.0,0.0,1120.0,1045.0,752.0,1563.0,975.0
4655,4655,4655,4655,2.6,-200.0,15.5,280.0,124.0,34.3,23.2,1.2326,20.0,9.0,2004.0,16.0,0.0,0.0,1169.0,1163.0,708.0,1639.0,1025.0
4656,4656,4656,4656,5.0,-200.0,28.8,505.0,184.0,34.1,23.0,1.2081,20.0,9.0,2004.0,17.0,0.0,0.0,1386.0,1522.0,560.0,1990.0,1469.0
4657,4657,4657,4657,5.6,-200.0,31.1,566.0,200.0,30.5,29.2,1.2585,20.0,9.0,2004.0,18.0,0.0,0.0,1426.0,1577.0,521.0,2080.0,1648.0
4658,4658,4658,4658,6.5,-200.0,34.9,681.0,225.0,28.1,32.4,1.2173,20.0,9.0,2004.0,19.0,0.0,0.0,1476.0,1663.0,473.0,2167.0,1785.0
4659,4659,4659,4659,4.1,-200.0,19.5,448.0,168.0,26.5,31.7,1.0787,20.0,9.0,2004.0,20.0,0.0,0.0,1167.0,1282.0,633.0,1685.0,1371.0
4660,4660,4660,4660,2.1,-200.0,11.7,231.0,118.0,24.8,33.7,1.0377,20.0,9.0,2004.0,21.0,0.0,0.0,1032.0,1039.0,761.0,1455.0,1071.0
4661,4661,4661,4661,2.0,-200.0,9.9,230.0,115.0,23.9,38.1,1.1123,20.0,9.0,2004.0,22.0,0.0,0.0,1034.0,972.0,747.0,1437.0,1118.0
4662,4662,4662,4662,1.4,-200.0,7.7,146.0,94.0,23.0,43.0,1.1897,20.0,9.0,2004.0,23.0,0.0,0.0,986.0,885.0,835.0,1407.0,931.0
4663,4663,4663,4663,0.8,-200.0,4.4,77.0,62.0,23.5,44.7,1.2755,21.0,9.0,2004.0,0.0,0.0,0.0,908.0,732.0,966.0,1311.0,722.0
4664,4664,4664,4664,0.8,-200.0,4.1,82.0,68.0,22.3,47.7,1.2643,21.0,9.0,2004.0,1.0,0.0,0.0,891.0,714.0,957.0,1295.0,773.0
4665,4665,4665,4665,0.6,-200.0,3.1,55.0,50.0,22.1,49.8,1.3094,21.0,9.0,2004.0,2.0,0.0,0.0,843.0,656.0,1042.0,1271.0,665.0
4666,4666,4666,4666,0.5,-200.0,2.4,-200.0,-200.0,21.8,51.4,1.3272,21.0,9.0,2004.0,3.0,0.0,0.0,822.0,612.0,1094.0,1254.0,594.0
4667,4667,4667,4667,0.4,-200.0,2.1,42.0,36.0,20.8,55.9,1.3581,21.0,9.0,2004.0,4.0,0.0,0.0,814.0,589.0,1119.0,1246.0,565.0
4668,4668,4668,4668,0.6,-200.0,3.3,102.0,53.0,18.8,63.0,1.3582,21.0,9.0,2004.0,5.0,0.0,0.0,869.0,673.0,1033.0,1307.0,688.0
4669,4669,4669,4669,1.4,-200.0,8.1,231.0,79.0,18.3,65.5,1.3686,21.0,9.0,2004.0,6.0,0.0,0.0,1013.0,905.0,804.0,1499.0,974.0
4670,4670,4670,4670,5.6,-200.0,31.4,699.0,133.0,18.2,66.1,1.3679,21.0,9.0,2004.0,7.0,0.0,0.0,1515.0,1584.0,496.0,2288.0,1591.0
4671,4671,4671,4671,7.3,-200.0,41.2,738.0,148.0,19.6,60.7,1.3713,21.0,9.0,2004.0,8.0,0.0,0.0,1587.0,1795.0,425.0,2531.0,1820.0
4672,4672,4672,4672,5.3,-200.0,27.3,665.0,161.0,22.6,51.4,1.392,21.0,9.0,2004.0,9.0,0.0,0.0,1490.0,1487.0,508.0,2115.0,1807.0
4673,4673,4673,4673,4.4,-200.0,24.2,598.0,191.0,25.8,44.2,1.4512,21.0,9.0,2004.0,10.0,0.0,0.0,1435.0,1408.0,537.0,1991.0,1704.0
4674,4674,4674,4674,3.1,-200.0,17.0,340.0,158.0,28.5,39.0,1.4928,21.0,9.0,2004.0,11.0,0.0,0.0,1246.0,1209.0,632.0,1792.0,1270.0
4675,4675,4675,4675,3.3,-200.0,17.7,374.0,157.0,30.1,35.1,1.4782,21.0,9.0,2004.0,12.0,0.0,0.0,1266.0,1231.0,615.0,1768.0,1265.0
4676,4676,4676,4676,3.8,-200.0,19.3,401.0,188.0,29.4,36.4,1.4718,21.0,9.0,2004.0,13.0,0.0,0.0,1277.0,1277.0,586.0,1846.0,1226.0
4677,4677,4677,4677,2.3,-200.0,12.7,275.0,143.0,29.2,37.9,1.5116,21.0,9.0,2004.0,14.0,0.0,0.0,1142.0,1073.0,671.0,1635.0,987.0
4678,4678,4678,4678,2.6,-200.0,14.6,278.0,152.0,30.5,34.9,1.5015,21.0,9.0,2004.0,15.0,0.0,0.0,1207.0,1136.0,645.0,1696.0,1024.0
4679,4679,4679,4679,3.2,-200.0,17.8,342.0,168.0,31.5,31.4,1.431,21.0,9.0,2004.0,16.0,0.0,0.0,1252.0,1233.0,618.0,1759.0,1127.0
4680,4680,4680,4680,5.0,-200.0,26.6,479.0,205.0,31.2,31.4,1.3987,21.0,9.0,2004.0,17.0,0.0,0.0,1399.0,1468.0,531.0,2072.0,1442.0
4681,4681,4681,4681,5.6,-200.0,30.3,553.0,204.0,28.5,37.2,1.4282,21.0,9.0,2004.0,18.0,0.0,0.0,1464.0,1559.0,485.0,2158.0,1639.0
4682,4682,4682,4682,5.4,-200.0,28.7,531.0,210.0,26.7,42.3,1.4618,21.0,9.0,2004.0,19.0,0.0,0.0,1422.0,1520.0,494.0,2087.0,1624.0
4683,4683,4683,4683,4.4,-200.0,20.0,428.0,173.0,24.8,49.0,1.5092,21.0,9.0,2004.0,20.0,0.0,0.0,1308.0,1297.0,567.0,1899.0,1454.0
4684,4684,4684,4684,2.4,-200.0,11.9,229.0,123.0,23.6,53.6,1.5374,21.0,9.0,2004.0,21.0,0.0,0.0,1137.0,1047.0,680.0,1620.0,1138.0
4685,4685,4685,4685,1.5,-200.0,8.1,145.0,92.0,23.0,55.8,1.548,21.0,9.0,2004.0,22.0,0.0,0.0,1040.0,903.0,782.0,1494.0,951.0
4686,4686,4686,4686,1.3,-200.0,7.7,112.0,77.0,22.1,58.4,1.5393,21.0,9.0,2004.0,23.0,0.0,0.0,1018.0,885.0,809.0,1491.0,864.0
4687,4687,4687,4687,1.1,-200.0,5.9,99.0,74.0,22.6,56.3,1.5233,22.0,9.0,2004.0,0.0,0.0,0.0,962.0,808.0,866.0,1430.0,868.0
4688,4688,4688,4688,1.0,-200.0,5.1,98.0,74.0,21.0,61.3,1.5031,22.0,9.0,2004.0,1.0,0.0,0.0,930.0,768.0,916.0,1409.0,825.0
4689,4689,4689,4689,0.6,-200.0,2.4,54.0,47.0,23.0,54.0,1.501,22.0,9.0,2004.0,2.0,0.0,0.0,812.0,613.0,1133.0,1302.0,626.0
4690,4690,4690,4690,0.5,-200.0,2.4,-200.0,-200.0,19.8,65.3,1.4894,22.0,9.0,2004.0,3.0,0.0,0.0,826.0,612.0,1111.0,1304.0,605.0
4691,4691,4691,4691,0.6,-200.0,3.8,59.0,44.0,18.3,70.8,1.4794,22.0,9.0,2004.0,4.0,0.0,0.0,878.0,702.0,949.0,1373.0,822.0
4692,4692,4692,4692,0.8,-200.0,5.0,162.0,69.0,18.1,72.5,1.4876,22.0,9.0,2004.0,5.0,0.0,0.0,922.0,764.0,892.0,1415.0,905.0
4693,4693,4693,4693,1.5,-200.0,9.7,268.0,79.0,18.3,71.0,1.4807,22.0,9.0,2004.0,6.0,0.0,0.0,1047.0,965.0,737.0,1606.0,1075.0
4694,4694,4694,4694,4.1,-200.0,25.9,531.0,108.0,18.5,68.9,1.4565,22.0,9.0,2004.0,7.0,0.0,0.0,1376.0,1452.0,521.0,2123.0,1541.0
4695,4695,4695,4695,5.5,-200.0,34.3,517.0,119.0,20.1,62.7,1.461,22.0,9.0,2004.0,8.0,0.0,0.0,1514.0,1648.0,457.0,2400.0,1749.0
4696,4696,4696,4696,5.5,-200.0,29.0,701.0,165.0,23.5,52.0,1.4833,22.0,9.0,2004.0,9.0,0.0,0.0,1494.0,1528.0,479.0,2201.0,1798.0
4697,4697,4697,4697,3.7,-200.0,20.0,510.0,172.0,26.8,42.7,1.4864,22.0,9.0,2004.0,10.0,0.0,0.0,1316.0,1298.0,562.0,1888.0,1584.0
4698,4698,4698,4698,3.3,-200.0,18.3,415.0,180.0,29.1,36.7,1.4543,22.0,9.0,2004.0,11.0,0.0,0.0,1269.0,1247.0,597.0,1813.0,1441.0
4699,4699,4699,4699,2.5,-200.0,13.4,243.0,130.0,30.8,32.0,1.4014,22.0,9.0,2004.0,12.0,0.0,0.0,1152.0,1099.0,674.0,1631.0,1093.0
4700,4700,4700,4700,2.6,-200.0,14.0,267.0,120.0,27.9,37.0,1.372,22.0,9.0,2004.0,13.0,0.0,0.0,1138.0,1117.0,657.0,1646.0,1019.0
4701,4701,4701,4701,2.2,-200.0,12.1,233.0,117.0,28.5,37.3,1.4291,22.0,9.0,2004.0,14.0,0.0,0.0,1132.0,1052.0,680.0,1609.0,944.0
4702,4702,4702,4702,2.6,-200.0,15.3,295.0,141.0,30.2,32.9,1.3865,22.0,9.0,2004.0,15.0,0.0,0.0,1186.0,1159.0,640.0,1701.0,1046.0
4703,4703,4703,4703,2.9,-200.0,16.1,309.0,151.0,32.9,27.7,1.3622,22.0,9.0,2004.0,16.0,0.0,0.0,1228.0,1184.0,657.0,1724.0,1089.0
4704,4704,4704,4704,5.0,-200.0,27.3,506.0,218.0,32.2,28.8,1.3624,22.0,9.0,2004.0,17.0,0.0,0.0,1424.0,1486.0,523.0,2084.0,1537.0
4705,4705,4705,4705,5.1,-200.0,26.2,479.0,213.0,28.8,39.0,1.5203,22.0,9.0,2004.0,18.0,0.0,0.0,1427.0,1458.0,507.0,2049.0,1566.0
4706,4706,4706,4706,5.2,-200.0,26.7,460.0,194.0,26.7,43.3,1.4881,22.0,9.0,2004.0,19.0,0.0,0.0,1387.0,1473.0,508.0,2065.0,1510.0
4707,4707,4707,4707,3.8,-200.0,18.3,363.0,167.0,24.6,54.0,1.6461,22.0,9.0,2004.0,20.0,0.0,0.0,1284.0,1249.0,582.0,1842.0,1300.0
4708,4708,4708,4708,2.2,-200.0,11.9,213.0,115.0,23.4,59.9,1.6992,22.0,9.0,2004.0,21.0,0.0,0.0,1110.0,1045.0,688.0,1638.0,1058.0
4709,4709,4709,4709,2.1,-200.0,11.5,183.0,98.0,22.5,62.6,1.6883,22.0,9.0,2004.0,22.0,0.0,0.0,1110.0,1032.0,702.0,1650.0,1002.0
4710,4710,4710,4710,1.8,-200.0,9.6,163.0,93.0,22.9,62.0,1.7127,22.0,9.0,2004.0,23.0,0.0,0.0,1077.0,964.0,749.0,1571.0,923.0
4711,4711,4711,4711,1.6,-200.0,8.0,152.0,87.0,22.2,64.9,1.719,23.0,9.0,2004.0,0.0,0.0,0.0,1037.0,898.0,793.0,1539.0,836.0
4712,4712,4712,4712,1.4,-200.0,6.9,104.0,71.0,21.4,68.5,1.7261,23.0,9.0,2004.0,1.0,0.0,0.0,1002.0,854.0,818.0,1513.0,779.0
4713,4713,4713,4713,0.8,-200.0,3.7,61.0,49.0,22.2,63.0,1.6673,23.0,9.0,2004.0,2.0,0.0,0.0,865.0,694.0,989.0,1385.0,678.0
4714,4714,4714,4714,0.5,-200.0,2.4,-200.0,-200.0,22.4,59.9,1.6069,23.0,9.0,2004.0,3.0,0.0,0.0,824.0,615.0,1131.0,1336.0,601.0
4715,4715,4715,4715,-200.0,-200.0,2.2,54.0,44.0,21.1,63.8,1.5817,23.0,9.0,2004.0,4.0,0.0,0.0,824.0,602.0,1138.0,1337.0,593.0
4716,4716,4716,4716,0.5,-200.0,2.5,84.0,58.0,22.9,57.5,1.5879,23.0,9.0,2004.0,5.0,0.0,0.0,847.0,620.0,1085.0,1339.0,670.0
4717,4717,4717,4717,0.9,-200.0,6.3,132.0,66.0,21.3,63.2,1.5794,23.0,9.0,2004.0,6.0,0.0,0.0,961.0,828.0,892.0,1491.0,837.0
4718,4718,4718,4718,3.2,-200.0,21.6,422.0,112.0,21.3,63.5,1.5941,23.0,9.0,2004.0,7.0,0.0,0.0,1336.0,1340.0,540.0,2049.0,1400.0
4719,4719,4719,4719,2.8,-200.0,18.8,282.0,104.0,23.7,54.4,1.5765,23.0,9.0,2004.0,8.0,0.0,0.0,1251.0,1264.0,582.0,1897.0,1393.0
4720,4720,4720,4720,2.7,-200.0,18.1,293.0,103.0,25.0,50.8,1.5903,23.0,9.0,2004.0,9.0,0.0,0.0,1290.0,1244.0,604.0,1853.0,1415.0
4721,4721,4721,4721,2.4,-200.0,14.8,334.0,118.0,26.3,48.1,1.6199,23.0,9.0,2004.0,10.0,0.0,0.0,1215.0,1141.0,631.0,1766.0,1285.0
4722,4722,4722,4722,2.7,-200.0,15.9,324.0,129.0,26.4,47.3,1.6006,23.0,9.0,2004.0,11.0,0.0,0.0,1248.0,1177.0,608.0,1784.0,1230.0
4723,4723,4723,4723,2.8,-200.0,16.1,294.0,127.0,29.3,39.5,1.5855,23.0,9.0,2004.0,12.0,0.0,0.0,1233.0,1184.0,610.0,1775.0,1147.0
4724,4724,4724,4724,2.9,-200.0,17.2,273.0,130.0,29.0,39.6,1.5581,23.0,9.0,2004.0,13.0,0.0,0.0,1229.0,1217.0,599.0,1795.0,1107.0
4725,4725,4725,4725,2.6,-200.0,15.8,275.0,130.0,29.8,38.0,1.5642,23.0,9.0,2004.0,14.0,0.0,0.0,1206.0,1175.0,618.0,1746.0,1068.0
4726,4726,4726,4726,2.6,-200.0,15.1,282.0,118.0,30.4,37.2,1.588,23.0,9.0,2004.0,15.0,0.0,0.0,1215.0,1150.0,608.0,1733.0,1115.0
4727,4727,4727,4727,3.2,-200.0,18.9,323.0,146.0,31.5,34.9,1.5903,23.0,9.0,2004.0,16.0,0.0,0.0,1330.0,1264.0,586.0,1860.0,1362.0
4728,4728,4728,4728,4.6,-200.0,25.2,442.0,190.0,31.6,34.8,1.5925,23.0,9.0,2004.0,17.0,0.0,0.0,1446.0,1434.0,522.0,2075.0,1619.0
4729,4729,4729,4729,4.9,-200.0,26.1,431.0,189.0,29.0,40.5,1.5949,23.0,9.0,2004.0,18.0,0.0,0.0,1446.0,1458.0,501.0,2059.0,1572.0
4730,4730,4730,4730,4.7,-200.0,25.6,402.0,173.0,27.2,45.9,1.6302,23.0,9.0,2004.0,19.0,0.0,0.0,1421.0,1444.0,510.0,2056.0,1446.0
4731,4731,4731,4731,3.3,-200.0,16.9,313.0,148.0,26.2,48.7,1.6256,23.0,9.0,2004.0,20.0,0.0,0.0,1247.0,1206.0,600.0,1785.0,1233.0
4732,4732,4732,4732,2.3,-200.0,12.6,228.0,116.0,25.1,50.5,1.584,23.0,9.0,2004.0,21.0,0.0,0.0,1168.0,1070.0,667.0,1646.0,1102.0
4733,4733,4733,4733,2.1,-200.0,10.3,218.0,109.0,24.1,50.7,1.4959,23.0,9.0,2004.0,22.0,0.0,0.0,1111.0,991.0,721.0,1559.0,1028.0
4734,4734,4734,4734,1.7,-200.0,8.9,179.0,94.0,22.5,53.7,1.4486,23.0,9.0,2004.0,23.0,0.0,0.0,1071.0,934.0,763.0,1504.0,942.0
4735,4735,4735,4735,1.0,-200.0,6.5,97.0,64.0,22.7,53.7,1.458,24.0,9.0,2004.0,0.0,0.0,0.0,969.0,835.0,859.0,1437.0,773.0
4736,4736,4736,4736,0.9,-200.0,5.3,83.0,59.0,21.5,57.9,1.4658,24.0,9.0,2004.0,1.0,0.0,0.0,942.0,780.0,915.0,1419.0,737.0
4737,4737,4737,4737,0.7,-200.0,4.6,80.0,64.0,22.3,55.8,1.4828,24.0,9.0,2004.0,2.0,0.0,0.0,923.0,744.0,908.0,1394.0,815.0
4738,4738,4738,4738,0.4,-200.0,2.0,-200.0,-200.0,22.7,53.8,1.4673,24.0,9.0,2004.0,3.0,0.0,0.0,813.0,581.0,1176.0,1320.0,627.0
4739,4739,4739,4739,0.4,-200.0,2.5,66.0,52.0,21.1,59.9,1.4789,24.0,9.0,2004.0,4.0,0.0,0.0,851.0,618.0,1099.0,1351.0,642.0
4740,4740,4740,4740,0.5,-200.0,2.8,109.0,55.0,20.4,63.0,1.4946,24.0,9.0,2004.0,5.0,0.0,0.0,868.0,639.0,1093.0,1367.0,610.0
4741,4741,4741,4741,1.3,-200.0,8.4,232.0,83.0,20.8,62.2,1.5119,24.0,9.0,2004.0,6.0,0.0,0.0,1062.0,915.0,792.0,1579.0,929.0
4742,4742,4742,4742,3.5,-200.0,21.1,535.0,114.0,21.3,61.6,1.5452,24.0,9.0,2004.0,7.0,0.0,0.0,1418.0,1328.0,546.0,2017.0,1427.0
4743,4743,4743,4743,5.5,-200.0,34.0,684.0,137.0,21.9,60.2,1.56,24.0,9.0,2004.0,8.0,0.0,0.0,1600.0,1641.0,440.0,2430.0,1776.0
4744,4744,4744,4744,5.6,-200.0,29.4,803.0,160.0,23.0,56.4,1.5614,24.0,9.0,2004.0,9.0,0.0,0.0,1583.0,1538.0,461.0,2214.0,1788.0
4745,4745,4745,4745,3.4,-200.0,20.3,539.0,138.0,25.1,49.5,1.5572,24.0,9.0,2004.0,10.0,0.0,0.0,1338.0,1305.0,543.0,1929.0,1521.0
4746,4746,4746,4746,3.2,-200.0,18.4,364.0,134.0,26.6,44.3,1.5229,24.0,9.0,2004.0,11.0,0.0,0.0,1285.0,1252.0,581.0,1866.0,1293.0
4747,4747,4747,4747,3.7,-200.0,22.3,422.0,143.0,26.2,46.0,1.5422,24.0,9.0,2004.0,12.0,0.0,0.0,1376.0,1359.0,530.0,1998.0,1435.0
4748,4748,4748,4748,4.6,-200.0,26.9,483.0,153.0,25.4,48.7,1.5594,24.0,9.0,2004.0,13.0,0.0,0.0,1467.0,1477.0,491.0,2114.0,1592.0
4749,4749,4749,4749,4.2,-200.0,24.0,496.0,145.0,25.6,48.3,1.558,24.0,9.0,2004.0,14.0,0.0,0.0,1442.0,1403.0,518.0,2026.0,1551.0
4750,4750,4750,4750,3.3,-200.0,19.3,403.0,123.0,25.7,47.8,1.5548,24.0,9.0,2004.0,15.0,0.0,0.0,1358.0,1277.0,563.0,1892.0,1429.0
4751,4751,4751,4751,2.7,-200.0,14.5,282.0,96.0,24.9,49.2,1.5251,24.0,9.0,2004.0,16.0,0.0,0.0,1222.0,1133.0,624.0,1698.0,1195.0
